InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month
556482,21244,BLUE POLKADOT PLATE ,16,2011-06-12 13:04:00,1.69,17242.0,United Kingdom,27.04,2011,6
557274,23200,JUMBO BAG PEARS,10,2011-06-19 11:44:00,2.08,14004.0,United Kingdom,20.8,2011,6
564061,48194,DOORMAT HEARTS,3,2011-08-22 14:38:00,7.95,14505.0,United Kingdom,23.85,2011,8
549300,22297,HEART IVORY TRELLIS SMALL,24,2011-04-08 08:21:00,1.25,13362.0,United Kingdom,30.0,2011,4
566277,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-11 14:01:00,0.83,16796.0,United Kingdom,6.64,2011,9
553351,22650,CERAMIC PIRATE CHEST MONEY BANK,3,2011-05-16 13:35:00,1.45,18118.0,United Kingdom,4.35,2011,5
547195,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,2011-03-21 12:42:00,2.95,17204.0,United Kingdom,35.400000000000006,2011,3
549321,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-08 10:19:00,1.45,14243.0,United Kingdom,17.4,2011,4
545821,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,4,2011-03-07 12:50:00,4.25,13001.0,United Kingdom,17.0,2011,3
562085,23297,SET 40 HEART SHAPE PETIT FOUR CASES,12,2011-08-02 12:27:00,1.65,15228.0,United Kingdom,19.8,2011,8
550527,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,2011-04-19 10:48:00,12.75,12476.0,Germany,25.5,2011,4
549118,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-04-06 13:18:00,1.65,14911.0,EIRE,19.8,2011,4
553527,22659,LUNCH BOX I LOVE LONDON,12,2011-05-17 14:57:00,1.95,15123.0,United Kingdom,23.4,2011,5
555845,22532,MAGIC DRAWING SLATE LEAP FROG ,1,2011-06-07 13:19:00,0.42,17015.0,United Kingdom,0.42,2011,6
546760,22168,ORGANISER WOOD ANTIQUE WHITE ,2,2011-03-16 14:00:00,8.5,12597.0,Spain,17.0,2011,3
550777,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-04-20 13:35:00,0.29,16558.0,United Kingdom,13.919999999999998,2011,4
559987,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-07-14 12:12:00,0.55,12619.0,Germany,13.2,2011,7
546644,22428,ENAMEL FIRE BUCKET CREAM,12,2011-03-15 13:28:00,6.35,15932.0,United Kingdom,76.19999999999999,2011,3
538093,22961,JAM MAKING SET PRINTED,12,2010-12-09 14:49:00,1.45,12682.0,France,17.4,2010,12
554363,POST,POSTAGE,2,2011-05-24 10:19:00,18.0,12647.0,Germany,36.0,2011,5
541214,22192,BLUE DINER WALL CLOCK,2,2011-01-14 13:41:00,8.5,15570.0,United Kingdom,17.0,2011,1
556245,20711,JUMBO BAG TOYS ,1,2011-06-09 16:10:00,2.08,17841.0,United Kingdom,2.08,2011,6
554651,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-05-25 12:55:00,1.65,12779.0,Poland,19.8,2011,5
564309,23294,SET OF 6 SNACK LOAF BAKING CASES,16,2011-08-24 12:39:00,0.83,12471.0,Germany,13.28,2011,8
547498,22602,RETROSPOT WOODEN HEART DECORATION,3,2011-03-23 12:24:00,0.85,15021.0,United Kingdom,2.55,2011,3
554108,21754,HOME BUILDING BLOCK WORD,2,2011-05-22 14:29:00,5.95,13668.0,United Kingdom,11.9,2011,5
552690,22979,PANTRY WASHING UP BRUSH,12,2011-05-10 15:10:00,1.45,16676.0,United Kingdom,17.4,2011,5
541853,84792,ENCHANTED BIRD COATHANGER 5 HOOK,6,2011-01-23 14:29:00,4.65,17858.0,United Kingdom,27.9,2011,1
552282,48138,DOORMAT UNION FLAG,1,2011-05-08 12:44:00,7.95,14040.0,United Kingdom,7.95,2011,5
545036,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-02-25 17:25:00,2.95,14573.0,United Kingdom,2.95,2011,2
555108,47566,PARTY BUNTING,5,2011-05-31 14:18:00,4.95,18231.0,United Kingdom,24.75,2011,5
550488,21318,GLASS CHALICE BLUE SMALL ,12,2011-04-18 14:27:00,0.39,16729.0,United Kingdom,4.68,2011,4
542278,20619,TROPICAL PASSPORT COVER ,6,2011-01-27 10:43:00,2.1,14911.0,EIRE,12.6,2011,1
565421,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,6,2011-09-04 12:10:00,4.95,16744.0,United Kingdom,29.700000000000003,2011,9
551194,51014C,"FEATHER PEN,COAL BLACK",24,2011-04-27 11:12:00,0.85,14606.0,United Kingdom,20.4,2011,4
536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,2010-12-01 09:41:00,2.95,15311.0,United Kingdom,2.95,2010,12
543754,22869,NUMBER TILE COTTAGE GARDEN 1,8,2011-02-11 14:26:00,1.95,18159.0,United Kingdom,15.6,2011,2
556484,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-06-12 13:17:00,1.25,16938.0,United Kingdom,5.0,2011,6
544094,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-02-16 09:11:00,1.65,15810.0,United Kingdom,16.5,2011,2
555857,22534,MAGIC DRAWING SLATE SPACEBOY ,2,2011-06-07 14:03:00,0.42,16393.0,United Kingdom,0.84,2011,6
552764,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-05-11 11:34:00,1.45,17489.0,United Kingdom,17.4,2011,5
549982,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-04-13 15:52:00,2.08,17091.0,United Kingdom,20.8,2011,4
545340,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-03-02 08:41:00,2.95,15416.0,United Kingdom,17.700000000000003,2011,3
541293,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2011-01-17 13:39:00,1.45,15311.0,United Kingdom,2.9,2011,1
549523,22669,RED BABY BUNTING ,1,2011-04-08 15:35:00,2.95,12748.0,United Kingdom,2.95,2011,4
562046,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-08-02 10:34:00,3.75,12378.0,Switzerland,15.0,2011,8
553863,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,2011-05-19 14:05:00,1.25,13418.0,United Kingdom,3.75,2011,5
551824,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-05-04 12:32:00,0.65,15128.0,United Kingdom,15.6,2011,5
540477,47504K,ENGLISH ROSE GARDEN SECATEURS,24,2011-01-07 14:49:00,0.85,13233.0,United Kingdom,20.4,2011,1
557962,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-06-24 09:22:00,0.42,13709.0,United Kingdom,10.5,2011,6
544919,20725,LUNCH BAG RED RETROSPOT,10,2011-02-24 16:31:00,1.65,13725.0,United Kingdom,16.5,2011,2
558454,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-06-29 13:58:00,4.15,17063.0,United Kingdom,16.6,2011,6
541119,22087,PAPER BUNTING WHITE LACE,12,2011-01-14 08:16:00,2.95,16493.0,United Kingdom,35.400000000000006,2011,1
549954,37370,RETRO COFFEE MUGS ASSORTED,12,2011-04-13 13:25:00,1.25,13700.0,United Kingdom,15.0,2011,4
561611,22873,NUMBER TILE COTTAGE GARDEN 5,2,2011-07-28 12:29:00,1.95,17975.0,United Kingdom,3.9,2011,7
541241,22193,RED DINER WALL CLOCK,1,2011-01-16 11:08:00,8.5,13782.0,United Kingdom,8.5,2011,1
554992,22147,FELTCRAFT BUTTERFLY HEARTS,2,2011-05-29 14:08:00,1.45,16686.0,United Kingdom,2.9,2011,5
561066,22999,TRAVEL CARD WALLET VINTAGE LEAF,4,2011-07-24 14:21:00,0.42,16710.0,United Kingdom,1.68,2011,7
561600,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-07-28 11:29:00,2.95,15861.0,United Kingdom,5.9,2011,7
562031,82552,WASHROOM METAL SIGN,9,2011-08-01 17:37:00,1.45,16984.0,United Kingdom,13.05,2011,8
560891,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2011-07-21 17:02:00,3.25,15106.0,United Kingdom,13.0,2011,7
562046,22074,6 RIBBONS SHIMMERING PINKS ,12,2011-08-02 10:34:00,1.65,12378.0,Switzerland,19.8,2011,8
548327,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-03-30 13:05:00,2.08,16788.0,United Kingdom,4.16,2011,3
538032,22696,WICKER WREATH LARGE,6,2010-12-09 12:59:00,1.95,14479.0,United Kingdom,11.7,2010,12
543802,22196,SMALL HEART MEASURING SPOONS,1,2011-02-13 12:03:00,0.85,13742.0,United Kingdom,0.85,2011,2
558113,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-06-27 08:48:00,0.29,14911.0,EIRE,13.919999999999998,2011,6
536526,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2010-12-01 12:58:00,1.95,14001.0,United Kingdom,39.0,2010,12
564172,23355,HOT WATER BOTTLE KEEP CALM,2,2011-08-23 14:19:00,4.95,16033.0,United Kingdom,9.9,2011,8
561967,23240,SET OF 4 KNICK KNACK TINS DOILEY ,2,2011-08-01 13:11:00,4.15,12844.0,United Kingdom,8.3,2011,8
560882,23236,DOILEY STORAGE TIN,6,2011-07-21 15:47:00,2.89,17213.0,United Kingdom,17.34,2011,7
553833,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,2011-05-19 11:41:00,3.75,17346.0,United Kingdom,7.5,2011,5
543011,22470,HEART OF WICKER LARGE,12,2011-02-02 13:25:00,2.95,15270.0,United Kingdom,35.400000000000006,2011,2
537153,22816,CARD MOTORBIKE SANTA,48,2010-12-05 13:03:00,0.42,16718.0,United Kingdom,20.16,2010,12
551533,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-05-01 14:58:00,2.08,15407.0,United Kingdom,2.08,2011,5
553741,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-05-19 09:37:00,1.65,12520.0,Germany,13.2,2011,5
537826,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,16,2010-12-08 14:38:00,0.85,15581.0,United Kingdom,13.6,2010,12
564716,22296,HEART IVORY TRELLIS LARGE,6,2011-08-28 11:02:00,1.65,14810.0,United Kingdom,9.9,2011,8
546438,22846,BREAD BIN DINER STYLE RED ,4,2011-03-14 09:59:00,14.95,15125.0,United Kingdom,59.8,2011,3
566220,23340,VINTAGE CHRISTMAS CAKE FRILL,48,2011-09-09 15:53:00,1.65,15251.0,United Kingdom,79.19999999999999,2011,9
541223,21723,ALPHABET HEARTS STICKER SHEET,4,2011-01-14 14:39:00,0.85,17954.0,United Kingdom,3.4,2011,1
555851,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,2011-06-07 13:37:00,0.83,13050.0,United Kingdom,2.49,2011,6
558888,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2011-07-04 15:29:00,3.25,14056.0,United Kingdom,3.25,2011,7
540240,22700,BLACK AND WHITE DOG BOWL,24,2011-01-05 15:09:00,0.85,17585.0,United Kingdom,20.4,2011,1
554089,22296,HEART IVORY TRELLIS LARGE,12,2011-05-22 12:16:00,1.65,13527.0,United Kingdom,19.8,2011,5
566297,21755,LOVE BUILDING BLOCK WORD,1,2011-09-11 15:50:00,6.25,16794.0,United Kingdom,6.25,2011,9
560776,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-07-21 08:44:00,0.42,13995.0,United Kingdom,10.08,2011,7
545295,21086,SET/6 RED SPOTTY PAPER CUPS,48,2011-03-01 12:09:00,0.65,12709.0,Germany,31.200000000000003,2011,3
537236,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,2010-12-06 09:52:00,2.95,16858.0,United Kingdom,35.400000000000006,2010,12
553899,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-05-19 17:25:00,1.65,14292.0,United Kingdom,19.8,2011,5
550298,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-04-15 16:11:00,2.95,17346.0,United Kingdom,5.9,2011,4
554157,20725,LUNCH BAG RED RETROSPOT,1,2011-05-23 11:33:00,1.65,18283.0,United Kingdom,1.65,2011,5
548670,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,2011-04-01 15:37:00,2.95,15356.0,United Kingdom,2.95,2011,4
553671,23174,REGENCY SUGAR BOWL GREEN,2,2011-05-18 12:37:00,4.15,13659.0,United Kingdom,8.3,2011,5
563909,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-08-21 12:36:00,0.55,15701.0,United Kingdom,0.55,2011,8
563011,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-08-11 12:00:00,8.25,16283.0,United Kingdom,16.5,2011,8
559547,22413,METAL SIGN TAKE IT OR LEAVE IT ,2,2011-07-10 15:12:00,2.95,17758.0,United Kingdom,5.9,2011,7
554016,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,6,2011-05-20 13:14:00,0.79,13243.0,United Kingdom,4.74,2011,5
546830,21240,BLUE POLKADOT CUP,8,2011-03-17 12:10:00,0.85,16839.0,United Kingdom,6.8,2011,3
539993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-04 10:00:00,2.95,13313.0,United Kingdom,35.400000000000006,2011,1
540840,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-11 15:42:00,4.95,16235.0,United Kingdom,14.85,2011,1
553184,22384,LUNCH BAG PINK POLKADOT,2,2011-05-15 12:33:00,1.65,13232.0,United Kingdom,3.3,2011,5
552180,79066K,RETRO MOD TRAY,24,2011-05-06 13:35:00,0.85,18235.0,United Kingdom,20.4,2011,5
550265,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-04-15 12:10:00,2.95,17572.0,United Kingdom,17.700000000000003,2011,4
551747,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,96,2011-05-04 11:00:00,0.42,14298.0,United Kingdom,40.32,2011,5
545998,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-03-08 14:35:00,1.95,13373.0,United Kingdom,19.5,2011,3
537852,21846,PINK DIAMANTE PEN IN GIFT BOX,4,2010-12-08 15:56:00,4.95,17340.0,United Kingdom,19.8,2010,12
546498,21875,KINGS CHOICE MUG,2,2011-03-14 11:44:00,1.25,15493.0,United Kingdom,2.5,2011,3
549667,22193,RED DINER WALL CLOCK,2,2011-04-11 12:20:00,8.5,14911.0,EIRE,17.0,2011,4
557322,23184,BULL DOG BOTTLE OPENER,4,2011-06-20 09:04:00,4.95,17444.0,Canada,19.8,2011,6
545536,21535,RED RETROSPOT SMALL MILK JUG,6,2011-03-03 14:12:00,2.55,12417.0,Belgium,15.3,2011,3
565806,23225,CHERUB HEART DECORATION SILVER ,12,2011-09-07 10:51:00,0.83,15594.0,United Kingdom,9.96,2011,9
554078,84800L,LARGE WHITE/PINK ROSE ART FLOWER,24,2011-05-22 11:38:00,1.69,12971.0,United Kingdom,40.56,2011,5
537219,22195,LARGE HEART MEASURING SPOONS,4,2010-12-05 15:47:00,1.65,14081.0,United Kingdom,6.6,2010,12
552252,21754,HOME BUILDING BLOCK WORD,3,2011-05-08 10:11:00,5.95,15227.0,United Kingdom,17.85,2011,5
553607,23049,RECYCLED ACAPULCO MAT RED,20,2011-05-18 10:47:00,7.45,16684.0,United Kingdom,149.0,2011,5
561890,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-07-31 14:17:00,0.55,12697.0,Sweden,13.2,2011,7
540477,22647,CERAMIC LOVE HEART MONEY BANK,36,2011-01-07 14:49:00,0.42,13233.0,United Kingdom,15.12,2011,1
555947,84226,HEN HOUSE W FAMILY IN BARN & NEST,34,2011-06-08 10:45:00,0.64,14911.0,EIRE,21.76,2011,6
538592,21034,REX CASH+CARRY JUMBO SHOPPER,5,2010-12-13 11:47:00,0.95,15854.0,United Kingdom,4.75,2010,12
540247,22956,36 FOIL HEART CAKE CASES,1,2011-01-05 15:56:00,2.1,15464.0,United Kingdom,2.1,2011,1
562611,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-08-08 11:58:00,1.25,17716.0,United Kingdom,15.0,2011,8
542001,21110,LARGE CAKE TOWEL PINK SPOTS,24,2011-01-25 10:56:00,1.95,14298.0,United Kingdom,46.8,2011,1
546158,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-03-10 09:30:00,2.95,13899.0,United Kingdom,17.700000000000003,2011,3
564510,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-08-25 14:42:00,0.39,14194.0,United Kingdom,4.68,2011,8
543810,21363,HOME SMALL WOOD LETTERS,1,2011-02-13 14:16:00,4.95,13171.0,United Kingdom,4.95,2011,2
556917,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,2011-06-15 13:37:00,3.75,12415.0,Australia,270.0,2011,6
553063,22515,CHILDS GARDEN SPADE PINK,6,2011-05-13 11:38:00,2.1,13018.0,United Kingdom,12.6,2011,5
542648,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-31 11:46:00,4.95,12476.0,Germany,14.85,2011,1
546367,21407,BROWN CHECK CAT DOORSTOP ,16,2011-03-11 11:38:00,3.75,15513.0,United Kingdom,60.0,2011,3
538896,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2010-12-15 09:09:00,2.95,16145.0,United Kingdom,17.700000000000003,2010,12
542888,22854,CREAM SWEETHEART EGG HOLDER,4,2011-02-01 13:15:00,4.95,15687.0,United Kingdom,19.8,2011,2
551182,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-04-27 08:43:00,1.65,14282.0,United Kingdom,16.5,2011,4
563557,22620,4 TRADITIONAL SPINNING TOPS,12,2011-08-17 13:33:00,1.45,15786.0,United Kingdom,17.4,2011,8
559807,22423,REGENCY CAKESTAND 3 TIER,2,2011-07-12 14:48:00,12.75,17841.0,United Kingdom,25.5,2011,7
549744,21668,RED STRIPE CERAMIC DRAWER KNOB,24,2011-04-12 10:30:00,1.25,15240.0,United Kingdom,30.0,2011,4
564165,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-08-23 13:35:00,1.25,13593.0,United Kingdom,15.0,2011,8
542907,22487,WHITE WOOD GARDEN PLANT LADDER,12,2011-02-01 15:15:00,8.5,13854.0,United Kingdom,102.0,2011,2
557803,POST,POSTAGE,1,2011-06-23 10:20:00,40.0,12704.0,Finland,40.0,2011,6
564729,22728,ALARM CLOCK BAKELIKE PINK,1,2011-08-28 12:44:00,3.75,13137.0,United Kingdom,3.75,2011,8
557771,23244,ROUND STORAGE TIN VINTAGE LEAF,12,2011-06-22 14:43:00,1.95,15601.0,United Kingdom,23.4,2011,6
538827,22783,SET 3 WICKER OVAL BASKETS W LIDS,8,2010-12-14 12:59:00,7.95,14298.0,United Kingdom,63.6,2010,12
563076,23345, DOLLY GIRL BEAKER,200,2011-08-11 16:12:00,1.08,14646.0,Netherlands,216.0,2011,8
544295,82582,AREA PATROLLED METAL SIGN,12,2011-02-17 12:43:00,1.85,14298.0,United Kingdom,22.200000000000003,2011,2
557007,23207,LUNCH BAG ALPHABET DESIGN,4,2011-06-16 11:30:00,1.65,12484.0,Spain,6.6,2011,6
557064,21868,POTTING SHED TEA MUG,6,2011-06-16 15:07:00,1.25,13263.0,United Kingdom,7.5,2011,6
547867,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-03-27 13:56:00,2.95,13357.0,United Kingdom,5.9,2011,3
543041,21326,AGED GLASS SILVER T-LIGHT HOLDER,1,2011-02-02 17:08:00,0.65,16405.0,United Kingdom,0.65,2011,2
537650,22961,JAM MAKING SET PRINTED,12,2010-12-07 15:48:00,1.45,16125.0,United Kingdom,17.4,2010,12
555562,15044C,PURPLE PAPER PARASOL,1,2011-06-05 14:45:00,2.95,17841.0,United Kingdom,2.95,2011,6
542779,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-02-01 09:36:00,1.25,17147.0,United Kingdom,30.0,2011,2
543393,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-02-08 10:17:00,0.85,13534.0,United Kingdom,8.5,2011,2
540957,20676,RED RETROSPOT BOWL,4,2011-01-12 13:30:00,1.25,15311.0,United Kingdom,5.0,2011,1
566270,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-09-11 13:40:00,0.55,16523.0,United Kingdom,13.2,2011,9
539099,21498,RED RETROSPOT WRAP ,25,2010-12-16 10:30:00,0.42,16670.0,United Kingdom,10.5,2010,12
564174,23298,SPOTTY BUNTING,3,2011-08-23 14:25:00,4.95,14191.0,United Kingdom,14.85,2011,8
560010,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-07-14 12:48:00,1.65,13178.0,United Kingdom,16.5,2011,7
556267,22161,HEART DECORATION RUSTIC HANGING ,384,2011-06-09 19:33:00,0.19,13694.0,United Kingdom,72.96000000000001,2011,6
543518,47566B,TEA TIME PARTY BUNTING,50,2011-02-09 11:21:00,3.75,12753.0,Japan,187.5,2011,2
545701,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2011-03-06 15:17:00,7.95,17107.0,United Kingdom,15.9,2011,3
548198,22514,CHILDS GARDEN SPADE BLUE,6,2011-03-29 16:05:00,2.1,16712.0,United Kingdom,12.6,2011,3
552277,22384,LUNCH BAG PINK POLKADOT,1,2011-05-08 12:34:00,1.65,13642.0,United Kingdom,1.65,2011,5
555577,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-06-05 15:53:00,0.85,15301.0,United Kingdom,8.5,2011,6
540288,20752,BLUE POLKADOT WASHING UP GLOVES,1,2011-01-06 12:45:00,2.1,17634.0,United Kingdom,2.1,2011,1
548550,20728,LUNCH BAG CARS BLUE,10,2011-04-01 08:22:00,1.65,18161.0,United Kingdom,16.5,2011,4
555537,22147,FELTCRAFT BUTTERFLY HEARTS,1,2011-06-05 12:37:00,1.45,15453.0,United Kingdom,1.45,2011,6
537221,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-05 15:54:00,3.75,17965.0,United Kingdom,3.75,2010,12
547892,22960,JAM MAKING SET WITH JARS,6,2011-03-28 10:15:00,4.25,12669.0,France,25.5,2011,3
556330,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,2011-06-10 11:29:00,1.65,17797.0,United Kingdom,3.3,2011,6
540348,22934,BAKING MOULD EASTER EGG WHITE CHOC,2,2011-01-06 13:56:00,2.95,12841.0,United Kingdom,5.9,2011,1
566123,23323,WHITE WICKER STAR ,1,2011-09-09 11:15:00,2.1,15039.0,United Kingdom,2.1,2011,9
552956,23084,RABBIT NIGHT LIGHT,12,2011-05-12 12:34:00,2.08,12431.0,Australia,24.96,2011,5
554106,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-05-22 14:05:00,9.95,12710.0,Germany,19.9,2011,5
537129,22561,WOODEN SCHOOL COLOURING SET,12,2010-12-05 12:15:00,1.65,13506.0,United Kingdom,19.8,2010,12
552563,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-05-10 11:54:00,0.42,17597.0,United Kingdom,10.08,2011,5
553224,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-05-16 10:40:00,1.95,17228.0,United Kingdom,3.9,2011,5
547004,21043,APRON MODERN VINTAGE COTTON,12,2011-03-18 14:14:00,1.95,17419.0,United Kingdom,23.4,2011,3
551516,22708,WRAP DOLLY GIRL,25,2011-05-01 11:10:00,0.42,14800.0,United Kingdom,10.5,2011,5
544886,20676,RED RETROSPOT BOWL,8,2011-02-24 11:42:00,1.25,12582.0,Finland,10.0,2011,2
557311,22296,HEART IVORY TRELLIS LARGE,6,2011-06-19 15:36:00,1.65,15700.0,United Kingdom,9.9,2011,6
543196,21495,SKULLS AND CROSSBONES WRAP,25,2011-02-04 12:29:00,0.42,13309.0,United Kingdom,10.5,2011,2
561034,22413,METAL SIGN TAKE IT OR LEAVE IT ,2,2011-07-24 11:45:00,2.95,15506.0,United Kingdom,5.9,2011,7
558086,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1,2011-06-26 11:59:00,1.25,16728.0,United Kingdom,1.25,2011,6
542886,22933,BAKING MOULD EASTER EGG MILK CHOC,2,2011-02-01 13:09:00,2.95,16515.0,United Kingdom,5.9,2011,2
559316,22990,COTTON APRON PANTRY DESIGN,2,2011-07-07 13:54:00,4.95,12647.0,Germany,9.9,2011,7
548614,22563,HAPPY STENCIL CRAFT,4,2011-04-01 11:47:00,1.25,14419.0,United Kingdom,5.0,2011,4
550796,48138,DOORMAT UNION FLAG,1,2011-04-20 14:38:00,7.95,17211.0,United Kingdom,7.95,2011,4
540980,22465,HANGING METAL STAR LANTERN,6,2011-01-12 15:22:00,1.65,14514.0,United Kingdom,9.9,2011,1
539444,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2010-12-17 15:52:00,0.85,14146.0,United Kingdom,10.2,2010,12
560839,48194,DOORMAT HEARTS,1,2011-07-21 12:23:00,7.95,14527.0,United Kingdom,7.95,2011,7
544153,22727,ALARM CLOCK BAKELIKE RED ,2,2011-02-16 12:11:00,3.75,15356.0,United Kingdom,7.5,2011,2
539196,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,6,2010-12-16 12:09:00,4.25,18055.0,United Kingdom,25.5,2010,12
565067,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,2011-08-31 17:16:00,4.25,15856.0,United Kingdom,8.5,2011,8
550320,22848,BREAD BIN DINER STYLE PINK,1,2011-04-17 12:37:00,16.95,12748.0,United Kingdom,16.95,2011,4
563506,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-08-17 09:48:00,0.83,17398.0,United Kingdom,6.64,2011,8
566290,23322,LARGE WHITE HEART OF WICKER,1,2011-09-11 15:24:00,2.95,14456.0,United Kingdom,2.95,2011,9
555535,85099F,JUMBO BAG STRAWBERRY,10,2011-06-05 12:16:00,2.08,16458.0,United Kingdom,20.8,2011,6
556365,84378,SET OF 3 HEART COOKIE CUTTERS,2,2011-06-10 11:44:00,1.25,16370.0,United Kingdom,2.5,2011,6
556573,22083,PAPER CHAIN KIT RETROSPOT,4,2011-06-13 13:32:00,2.95,14667.0,United Kingdom,11.8,2011,6
561502,23035,DRAWER KNOB CERAMIC IVORY,6,2011-07-27 14:14:00,1.45,14305.0,United Kingdom,8.7,2011,7
552977,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,2011-05-12 14:13:00,0.85,18221.0,United Kingdom,10.2,2011,5
544444,23005,TRAVEL CARD WALLET I LOVE LONDON,5,2011-02-20 10:51:00,0.42,13246.0,United Kingdom,2.1,2011,2
544464,20719,WOODLAND CHARLOTTE BAG,10,2011-02-20 14:38:00,0.85,17323.0,United Kingdom,8.5,2011,2
547803,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-03-25 13:23:00,8.25,13662.0,United Kingdom,16.5,2011,3
538199,22530,MAGIC DRAWING SLATE DOLLY GIRL ,5,2010-12-10 11:02:00,0.42,14082.0,United Kingdom,2.1,2010,12
554415,22429,ENAMEL MEASURING JUG CREAM,4,2011-05-24 12:10:00,4.25,18202.0,United Kingdom,17.0,2011,5
553747,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,2011-05-19 09:47:00,0.39,13627.0,United Kingdom,18.72,2011,5
537248,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,16,2010-12-06 10:36:00,0.85,15899.0,United Kingdom,13.6,2010,12
552337,POST,POSTAGE,3,2011-05-09 11:34:00,18.0,12621.0,Germany,54.0,2011,5
551016,21755,LOVE BUILDING BLOCK WORD,18,2011-04-26 11:09:00,5.45,17975.0,United Kingdom,98.1,2011,4
